Questions,Manual Label,NSQ,LDA,LSA,Cognitive
"OS/2 is an obsolete OS for PCs from IBM. In OS/2, what is commonly embodied in the concept of process in other operating systems is split into three separate types of entities: session, processes, and threads. A session is a collection of one or more processes associated with a user interface (keyboard, display, and mouse). The session represents an interactive user application, such as a word processing program or a spreadsheet. This concept allows the personal-computer user to open more than one application, giving each one or more windows on the screen. The OS must keep track of which window, and therefore which session, is active, so that keyboard and mouse input are routed to the appropriate session. At any time, one session is in foreground mode, with other sessions in background mode. When a session is in foreground mode, a process performing video output sends it directly to the hardware video buffer and thence to the user’s screen. When the session is moved to the background, the hardware video buffer is saved to a logical video buffer for that session. While a session is in background, if any of the threads of any of the processes of that session executes and produces screen output, that output is directed to the logical video buffer. When the session returns to foreground, the screen is updated to reflect the current contents of the logical video buffer for the new foreground session. There is a way to reduce the number of process-related concepts in OS/2 from three to two. Eliminate sessions, and associate the user interface (keyboard, mouse, and screen) with processes. Thus, one process at a time is in foreground mode. For further structuring, processes can be broken up into threads. a. What benefits are lost with this approach? b. If you go ahead with this modification, where do you assign resources (memory, files, etc.): at the process or thread level?",16,0.999612108125,0.745856292074,0.832438,4
Consider an environment in which there is a one-to-one mapping between user-level threads and kernel-level threads that allows one or more threads within a process to issue blocking system calls while other threads continue to run. Explain why this model can make multithreaded programs run faster than their single-threaded counterparts on a uniprocessor computer.,15,0.885164878669,0.399642883623,0.827298,3
"If a process exits and there are still threads of that process running, will they continue to run?",0,0.412676455009,0.377910648184,0.694955,0
"The OS/390 mainframe operating system is structured around the concepts of address space and task. Roughly speaking, a single address space corresponds to a single application and corresponds more or less to a process in other operating systems. Within an address space, a number of tasks may be generated and execute concurrently; this corresponds roughly to the concept of multithreading. Two data structures are key to managing this task structure. An address space control block (ASCB) contains information about an address space needed by OS/390 whether or not that address space is executing. Information in the ASCB includes dispatching priority, real and virtual memory allocated to this address space, the number of ready tasks in this address space, and whether each is swapped out. A task control block (TCB) represents a user program in execution. It contains information needed for managing a task within an address space, including processor status information, pointers to programs that are part of this task, and task execution state. ASCBs are global structures maintained in system memory, while TCBs are local structures maintained within their address space. What is the advantage of splitting the control information into global and local portions?",15,0.998499676092,0.330116577851,0.466261,3
"Many current language specifications, such as for C and C++, are inadequate for multithreaded programs. This can have an impact on compilers and the correctness of code, as this problem illustrates. Consider the following declarations and function definition: <CODE> Now consider the case in which thread A performs <CODE> while thread B performs <CODE> What does the function do?",15,0.971930067382,0.968480130264,0.796855,3
"Many current language specifications, such as for C and C++, are inadequate for multithreaded programs. This can have an impact on compilers and the correctness of code, as this problem illustrates. Consider the following declarations and function definition: <CODE> Now consider the case in which thread A performs <CODE> while thread B performs <CODE> The C language only addresses single-threaded execution. Does the use of two parallel threads create any problems or potential problems?",1,0.886920594856,0.963740213929,0.866675,1
"But some existing optimizing compilers (including gcc, which tends to be relatively conservative) will “optimize” count_positives to something similar to <CODE> What problem or potential problem occurs with this compiled version of the program if threads A and B are executed concurrently?",9,0.915655895947,0.475673071316,0.696349,3
"Consider the following code using the POSIX Pthreads API: <CODE> In main() we first declare a variable called mythread, which has a type of pthread_t. This is essentially an ID for a thread. Next, the if statement creates a thread associated with mythread. The call pthread_create() returns zero on success and a nonzero value on failure. The third argument of pthread_ create() is the name of a function that the new thread will execute when it starts. When this thread_function() returns, the thread terminates. Meanwhile, the main program itself defines a thread, so that there are two threads executing. The pthread_join function enables the main thread to wait until the new thread completes. What does this program accomplish?",13,0.999493217111,0.444770055537,0.838058,1
"Consider the following code using the POSIX Pthreads API: <CODE> In main() we first declare a variable called mythread, which has a type of pthread_t. This is essentially an ID for a thread. Next, the if statement creates a thread associated with mythread. The call pthread_create() returns zero on success and a nonzero value on failure. The third argument of pthread_ create() is the name of a function that the new thread will execute when it starts. When this thread_function() returns, the thread terminates. Meanwhile, the main program itself defines a thread, so that there are two threads executing. The pthread_join function enables the main thread to wait until the new thread completes. Here is the output from the executed program: Is this the output you would expect? If not, what has gone wrong?",15,0.999796555513,0.50950519109,0.826826,3
The Solaris documentation states that a ULT may yield to another thread of the same priority. Isn’t it possible that there will be a runnable thread of higher priority and that therefore the yield function should result in yielding to a thread of the same or higher priority?,15,0.988131743269,0.502153768601,0.786575,3
"In Solaris 9 and Solaris 10, there is a one-to-one mapping between ULTs and LWPs.  What is the possible benefit of allowing a many-to-one mapping of ULTs to LWPs?",9,0.889117923556,0.87080369523,0.643079,3
"In Solaris 8, a single LWP supports one or more ULTs. In Solaris 8, the thread execution state of a ULT is distinct from that of its LWP. Explain why.",9,0.495055005276,0.782099766687,0.918924,3
Figure 4.17 shows the state transition diagrams for a ULT and its associated LWP in Solaris 8 and 9. Explain the operation of the two diagrams and their relationships.,7,0.916092170911,0.216331545807,0.720397,1
Explain the rationale for the Uninterruptible state in Linux.,1,0.821494114525,0.265765916367,0.452069,1
"At the beginning of Section 5.1, it is stated that multiprogramming and multiprocessing present the same problems, with respect to concurrency. This is true as far as it goes. However, cite two differences in terms of concurrency between multiprogramming and multiprocessing.",7,0.797160505564,0.223093751608,0.755054,1
"Consider the following program: <CODE> Note that the scheduler in a uniprocessor system would implement pseudo-parallel execution of these two concurrent processes by interleaving their instructions, without restriction on the order of the interleaving. Show a sequence (i.e., trace the sequence of interleavings of statements) such that the statement “x is 10” is printed.",1,0.831373335259,0.153999629221,0.51476,1
"Consider the following program: <CODE> Note that the scheduler in a uniprocessor system would implement pseudo-parallel execution of these two concurrent processes by interleaving their instructions, without restriction on the order of the interleaving. Show a sequence such that the statement “x is 8” is printed. You should remember that the increment/decrements at the source language level are not done atomically, that is, the assembly language code: <CODE> implements the single C increment instruction (x = x + 1).",1,0.991278190402,0.229031956691,0.535801,1
Consider the following program: <CODE> Determine the proper lower bound and upper bound on the final value of the shared variable tally output by this concurrent program. Assume processes can execute at any relative speed and that a value can only be incremented after it has been loaded into a register by a separate machine instruction.,9,0.970991199385,0.223354928542,0.452731,3
Consider the following program: <CODE> Suppose that an arbitrary number of these processes are permitted to execute in parallel under the assumptions of part (a). What effect will this modification have on the range of final values of tally?,9,0.897593878951,0.202592763767,0.486641,3
Is busy waiting always less efficient (in terms of using processor time) than a blocking wait? Explain.,7,0.361623099875,0.254029640008,0.389271,1
Consider the following program: <CODE> This software solution to the mutual exclusion problem for two processes is proposed in [HYMA66]. Find a counterexample that demonstrates that this solution is incorrect. It is interesting to note that even the Communications of the ACM was fooled on this one.,16,0.987423726576,0.232606571965,0.707558,4
"A software approach to mutual exclusion is Lamport’s bakery algorithm [LAMP74], so called because it is based on the practice in bakeries and other shops in which every customer receives a numbered ticket on arrival, allowing each to be served in turn. The algorithm is as follows: <CODE> The arrays choosing and number are initialized to false and 0, respectively. The ith element of each array may be read and written by process i but only read by other processes. The notation (a, b) < (c, d) is defined as: ( a < c ) or ( a = c and b < d ) Describe the algorithm in words.",13,0.972936766758,0.216526068617,0.681577,1
"A software approach to mutual exclusion is Lamport’s bakery algorithm [LAMP74], so called because it is based on the practice in bakeries and other shops in which every customer receives a numbered ticket on arrival, allowing each to be served in turn. The algorithm is as follows: <CODE> Show that this algorithm avoids deadlock.",15,0.807722645089,0.174502264948,0.619573,3
"A software approach to mutual exclusion is Lamport’s bakery algorithm [LAMP74], so called because it is based on the practice in bakeries and other shops in which every customer receives a numbered ticket on arrival, allowing each to be served in turn. The algorithm is as follows: <CODE> Show that it enforces mutual exclusion.",15,0.838626217947,0.183299013658,0.648315,3
Now consider a version of the bakery algorithm without the variable choosing. Then we have <CODE> Does this version violate mutual exclusion? Explain why or why not.,15,0.915223941805,0.227337657973,0.672105,3
"Consider the following program which provides a software approach to mutual exclusion: integer array control [1 :N]; integer k where 1 ≤ k ≤ N, and each element of “control” is either 0, 1, or 2. All elements of “control” are initially zero; the initial value of k is immaterial. The program of the ith process (1 ≤ i ≤ N) is begin integer j; <CODE> This is referred to as the Eisenberg-McGuire algorithm. Explain its operation and its key features.",15,0.99633665696,0.275932510738,0.636518,3
"When a special machine instruction is used to provide mutual exclusion in the fashion of Figure 5.2, there is no control over how long a process must wait before being granted access to its critical section. Devise an algorithm that uses the compare&swap instruction but that guarantees that any process waiting to enter its critical section will do so within n – 1 turns, where n is the number of processes that may require access to the critical section and a “turn” is an event consisting of one process leaving the critical section and another process being granted access.",17,0.751007874019,0.306602222722,0.843303,5
"Consider the following definition of semaphores: <CODE> Compare this set of definitions with that of Figure 5.3. Note one difference: With the preceding definition, a semaphore can never take on a negative value. Is there any difference in the effect of the two sets of definitions when used in programs? That is, could you substitute one set for the other without altering the meaning of the program?",15,0.911698351893,0.309340976717,0.726831,3
"Consider a sharable resource with the following characteristics: (1) As long as there are fewer than three processes using the resource, new processes can start using it right away. (2) Once there are three process using the resource, all three must leave before any new processes can begin using it. We realize that counters are needed to keep track of how many processes are waiting and active, and that these counters are themselves shared resources that must be protected with mutual exclusion. So we might create the following solution: <CODE> The program is nevertheless incorrect. Explain why.",15,0.998148580746,0.276297196548,0.552764,3
"Consider a sharable resource with the following characteristics: (1) As long as there are fewer than three processes using the resource, new processes can start using it right away. (2) Once there are three process using the resource, all three must leave before any new processes can begin using it. We realize that counters are needed to keep track of how many processes are waiting and active, and that these counters are themselves shared resources that must be protected with mutual exclusion. So we might create the following solution: <CODE> Suppose we change the if in line 6 to a while. Does this solve any problem in the program? Do any difficulties remain?",15,0.947214551129,0.242536686514,0.555572,3
Now consider this correct solution to the preceding problem: <CODE> Explain how this program works and why it is correct.,15,0.611973848415,0.444642165915,0.618185,3
Now consider this correct solution to the preceding problem: <CODE> This solution does not completely prevent newly arriving processes from cutting in line but it does make it less likely. Give an example of cutting in line.,15,0.953727146648,0.318796716515,0.644478,3
Now consider this correct solution to the preceding problem: <CODE> This program is an example of a general design pattern that is a uniform way to implement solutions to many concurrency problems using semaphores. It has been referred to as the I’ll Do It For You pattern. Describe the pattern.,15,0.950467037595,0.348488714164,0.680322,3
Now consider another correct solution to the preceding problem: <CODE> Explain how this program works and why it is correct.,15,0.611973848415,0.241011445738,0.618185,3
Now consider another correct solution to the preceding problem: <CODE> Does this solution differ from the preceding one in terms of the number of processes that can be unblocked at a time? Explain.,15,0.956641804361,0.301746297087,0.603017,3
This program is an example of a general design pattern that is a uniform way to implement solutions to many concurrency problems using semaphores. It has been referred to as the Pass The Baton pattern. Describe the pattern.,0,0.976120068938,0.295013334877,0.616483,0
"It should be possible to implement general semaphores using binary semaphores. We can use the operations semWaitB and semSignalB and two binary semaphores, delay and mutex. Consider the following: <CODE> Initially, s is set to the desired semaphore value. Each semWait operation decrements s, and each semSignal operation increments s. The binary semaphore mutex, which is initialized to 1, assures that there is mutual exclusion for the updating of s. The binary semaphore delay, which is initialized to 0, is used to block processes. There is a flaw in the preceding program. Demonstrate the flaw and propose a change that will fix it. Hint: Suppose two processes each call semWait(s) when s is initially 0, and after the first has just performed semSignalB(mutex) but not performed semWaitB(delay), the second call to semWait(s) proceeds to the same point. All that you need to do is move a single line of the program.",15,0.876166443761,0.190374466518,0.889752,3
"In 1978, Dijkstra put forward the conjecture that there was no solution to the mutual exclusion problem avoiding starvation, applicable to an unknown but finite number of processes, using a finite number of weak semaphores. In 1979, J. M. Morris refuted this conjecture by publishing an algorithm using three weak semaphores. The behavior of the algorithm can be described as follows: If one or several process are waiting in a semWait(S) operation and another process is executing semSignal(S), the value of the semaphore S is not modified and one of the waiting processes is unblocked independently of semWait(S). Apart from the three semaphores, the algorithm uses two nonnegative integer variables as counters of the number of processes in certain sections of the algorithm. Thus, semaphores A and B are initialized to 1, while semaphore M and counters NA and NM are initialized to 0. The mutual exclusion semaphore B protects access to the shared variable NA. A process attempting to enter its critical section must cross two barriers represented by semaphores A and M. Counters NA and NM, respectively, contain the number of processes ready to cross barrier A and those having already crossed barrier A but not yet barrier M. In the second part of the protocol, the NM processes blocked at M will enter their critical sections one by one, using a cascade technique similar to that used in the first part. Define an algorithm that conforms to this description.",5,0.993238832164,0.20623103868,0.752298,5
"5.18 The following problem was once used on an exam: Jurassic Park consists of a dinosaur museum and a park for safari riding. There are m passengers and n single-passenger cars. Passengers wander around the museum for a while, then line up to take a ride in a safari car. When a car is available, it loads the one passenger it can hold and rides around the park for a random amount of time. If the n cars are all out riding passengers around, then a passenger who wants to ride waits; if a car is ready to load but there are no waiting passengers, then the car waits. Use semaphores to synchronize the m passenger processes and the n car processes. The following skeleton code was found on a scrap of paper on the floor of the exam room. Grade it for correctness. Ignore syntax and missing variable declarations. Remember that P and V correspond to semWait and semSignal. <CODE>",16,0.999995506553,0.306169867481,0.691104,4
"In the commentary on Figure 5.9 and Table 5.4, it was stated that “it would not do simply to move the conditional statement inside the critical section (controlled by s) of the consumer because this could lead to deadlock.” Demonstrate this with a table similar to Table 5.4.",13,0.440690183738,0.289081824725,0.509975,1
"Consider the solution to the infinite-buffer producer/consumer problem defined in Figure 5.10. Suppose we have the (common) case in which the producer and consumer are running at roughly the same speed. The scenario could be: Producer: append; semSignal; produce; ... ; append; semSignal; produce; ... Consumer: consume; ... ; take; semWait; consume; ... ; take; semWait; ... The producer always manages to append a new element to the buffer and signal during the consumption of the previous element by the consumer. The producer is always appending to an empty buffer and the consumer is always taking the sole item in the buffer. Although the consumer never blocks on the semaphore, a large number of calls to the semaphore mechanism is made, creating considerable overhead. Construct a new program that will be more efficient under these circumstances. Hints: Allow n to have the value –1, which is to mean that not only is the buffer empty but that the consumer has detected this fact and is going to block until the producer supplies fresh data.",17,0.996496958559,0.206016465272,0.797946,5
Consider Figure 5.13. Would the meaning of the program change if the following were interchanged? a. semWait(e);semWait(s) b. semSignal(s);semSignal(n) c. semWait(n);semWait(s) d. semSignal(s);semSignal(e),15,0.340261704823,0.45932996375,0.437157,3
"The following pseudocode is a correct implementation of the producer/consumer problem with a bounded buffer: Labels p1, p2, p3 and c1, c2, c3 refer to the lines of code shown above (p2 and c2 each cover three lines of code). Semaphores empty and full are linear semaphores that can take unbounded negative and positive values. There are multiple producer processes, referred to as Pa, Pb, Pc, etc., and multiple consumer processes, referred to as Ca, Cb, Cc, etc. Each semaphore maintains a FIFO (first-in-first-out) queue of blocked processes. In the scheduling chart below, each line represents the state of the buffer and semaphores after the scheduled execution has occurred. To simplify, we assume that scheduling is such that processes are never interrupted while executing a given portion of code p1, or p2, ..., or c3. Your task is to complete the following chart.",8,0.998985187924,0.239999879723,0.692134,2
"This problem demonstrates the use of semaphores to coordinate three types of processes. Santa Claus sleeps in his shop at the North Pole and can only be wakened by either (1) all nine reindeer being back from their vacation in the South Pacific, or (2) some of the elves having difficulties making toys; to allow Santa to get some sleep, the elves can only wake him when three of them have problems. When three elves are having their problems solved, any other elves wishing to visit Santa must wait for those elves to return. If Santa wakes up to find three elves waiting at his shop’s door, along with the last reindeer having come back from the tropics, Santa has decided that the elves can wait until after Christmas, because it is more important to get his sleigh ready. (It is assumed that the reindeer do not want to leave the tropics, and therefore they stay there until the last possible moment.) The last reindeer to arrive must get Santa while the others wait in a warming hut before being harnessed to the sleigh. Solve this problem using semaphores.",17,0.999934645131,0.350174297868,0.906161,5
"Show that message passing and semaphores have equivalent functionality by Implementing message passing using semaphores. Hint: Make use of a shared buffer area to hold mailboxes, each one consisting of an array of message slots.",16,0.665784943113,0.233279351194,0.808003,4
Show that message passing and semaphores have equivalent functionality by b. Implementing a semaphore using message passing. Hint: Introduce a separate synchronization process.,16,0.710764721614,0.246628931328,0.694567,4
Explain what is the problem with this implementation of the one-writer many-readers problem? <CODE>,15,0.256157699256,0.444642165915,0.440238,3
Show that the four conditions of deadlock apply to Figure 6.1a.,13,0.814457797799,0.700864082647,0.870008,1
"Show how each of the techniques of prevention, avoidance, and detection can be applied to Figure 6.1.",14,0.75631724986,0.399433317479,0.562717,2
"For Figure 6.3, provide a narrative description of each of the six depicted paths, similar to the description of the paths of Figure 6.2 provided in Section 6.1.",14,0.669408510522,0.29400370865,0.603489,2
It was stated that deadlock cannot occur for the situation reflected in Figure 6.3. Justify that statement.,7,0.995621562532,0.344232090069,0.898743,1
Given the following state for the Banker’s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Verify that the Available array has been calculated correctly.,15,0.727397961731,0.463723052018,0.597326,3
Given the following state for the Banker’s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Calculate the Need matrix.,16,0.815643389089,0.479038938967,0.59398,4
"Given the following state for the Banker’s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Show that the current state is safe, that is, show a safe sequence of processes. In addition, to the sequence show how the Available (working array) changes as each process terminates.",16,0.917263001248,0.348232688507,0.608574,4
"Given the following state for the Banker’s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Given the request (3,2,3,3) from Process P5. Should this request be granted? Why or why not?",9,0.815872481989,0.451741684518,0.613168,3
"In the code below, three processes are competing for six resources labeled A to F. Using a resource allocation graph (Figures 6.5 and 6.6), show the possibility of a deadlock in this implementation.",14,0.897167306549,0.277765985598,0.828812,2
"In the code below, three processes are competing for six resources labeled A to F. Modify the order of some of the get requests to prevent the possibility of any deadlock. You cannot move requests across procedures, only change the order inside each procedure. Use a resource allocation graph to justify your answer.",14,0.851261131838,0.383207623411,0.628976,2
"A spooling system (Figure 6.16) consists of an input process I, a user process P, and an output process O connected by two buffers. The processes exchange data in blocks of equal size. These blocks are buffered on a disk using a floating boundary between the input and the output buffers, depending on the speed of the processes. The communication primitives used ensure that the following resource constraint is satisfied: <CONDITIONS> Show that this system can become deadlocked.",16,0.677155277278,0.374844397582,0.510908,4
Suggest an additional resource constraint that will prevent the deadlock in Problem 6.7 but still permit the boundary between input and output buffers to vary in accordance with the present needs of the processes.,11,0.660285144401,0.479038938967,0.720267,5
"In the THE multiprogramming system [DIJK68], a drum (precursor to the disk for secondary storage) is divided into input buffers, processing areas, and output buffers, with floating boundaries, depending on the speed of the processes involved. The current state of the drum can be characterized by the following parameters: max = maximum number of pages on drum i = number of input pages on drum p = number of processing pages on drum o = number of output pages on drum reso = minimum number of pages reserved for output resp = minimum number of pages reserved for processing Formulate the necessary resource constraints that guarantee that the drum capacity is not exceeded and that a minimum number of pages is reserved permanently for output and processing.",10,0.993259872601,0.370792465202,0.543274,4
"In the THE multiprogramming system, a page can make the following state transitions: <CONDITIONS> Define the effect of these",2,0.339641104212,0.265772985804,0.756468,2
"In the THE multiprogramming system, a page can make the following state transitions: <CONDITIONS> Can any of them lead to a buffer transitions in terms of the quantities i, o, and p. deadlock if the assumptions made in Problem 6.6 about input processes, user processes, and output processes hold?",3,0.436486308708,0.246530141931,0.479279,3
"Consider a system with a total of 150 units of memory, allocated to three processes as shown: Apply the banker’s algorithm to determine whether it would be safe to grant each of the following requests. If yes, indicate a sequence of terminations that could be guaranteed possible. If no, show the reduction of the resulting allocation table. a. A fourth process arrives, with a maximum memory need of 60 and an initial need of 25 units. b. A fourth process arrives, with a maximum memory need of 60 and an initial need of 35 units.",14,0.803757714686,0.275613147443,0.52867,2
Evaluate the banker’s algorithm for its usefulness in an OS.,4,0.836957312656,0.479038938967,0.501993,4
"Suppose the following two processes, foo and bar are executed concurrently and share the semaphore variables S and R (each initialized to 1) and the integer variable x (initialized to 0). Can the concurrent execution of these two processes result in one or both being blocked forever? If yes, give an execution sequence in which one or both are blocked forever.",0,0.759985339961,0.347660596896,0.68921,0
"Suppose the following two processes, foo and bar are executed concurrently and share the semaphore variables S and R (each initialized to 1) and the integer variable x (initialized to 0). Can the concurrent execution of these two processes result in the indefinite postponement of one of them? If yes, give an execution sequence in which one is indefinitely postponed.",0,0.749597830427,0.399259104895,0.651407,0
Consider a system consisting of four processes and a single resource. The current state of the claim and allocation matrices are: What is the minimum number of units of the resource needed to be available for this state to be safe?,8,0.674398877803,0.246457931214,0.506624,2
"Consider the following ways of handling deadlock: (1) banker’s algorithm, (2) detect deadlock and kill thread, releasing all resources, (3) reserve all resources in advance, (4) restart thread and release all resources if thread needs to wait, (5) resource ordering, and (6) detect deadlock and roll back thread’s actions. a. One criterion to use in evaluating different approaches to deadlock is which approach permits the greatest concurrency. In other words, which approach allows the most threads to make progress without waiting when there is no deadlock? Give a rank order from 1 to 6 for each of the ways of handling deadlock just listed, where 1 allows the greatest degree of concurrency.",16,0.999919406958,0.451714075679,0.766034,4
"Consider the following ways of handling deadlock: (1) banker’s algorithm, (2) detect deadlock and kill thread, releasing all resources, (3) reserve all resources in advance, (4) restart thread and release all resources if thread needs to wait, (5) resource ordering, and (6) detect deadlock and roll back thread’s actions. Another criterion is efficiency; in other words, which requires the least processor overhead. Rank order the approaches from 1 to 6, with 1 being the most efficient, assuming that deadlock is a very rare event. Comment on your ordering. Does your ordering change if deadlocks occur frequently?",16,0.993528981822,0.361558221597,0.735589,4
"Comment on the following solution to the dining philosophers problem. A hungry philosopher first picks up his left fork; if his right fork is also available, he picks up his right fork and starts eating; otherwise he puts down his left fork again and repeats the cycle.",9,0.929283953242,0.275749536694,0.93142,3
"Suppose that there are two types of philosophers. One type always picks up his left fork first (a “lefty”), and the other type always picks up his right fork first (a “righty”). The behavior of a lefty is defined in Figure 6.12. The behavior of a righty is as follows: <CODE> Prove the following: Any seating arrangement of lefties and righties with at least one of each avoids deadlock.",16,0.999226372552,0.479038938967,0.569179,4
"Suppose that there are two types of philosophers. One type always picks up his left fork first (a “lefty”), and the other type always picks up his right fork first (a “righty”). The behavior of a lefty is defined in Figure 6.12. The behavior of a righty is as follows: <CODE> Prove the following: Any seating arrangement of lefties and righties with at least one of each prevents starvation.",16,0.999796347437,0.452724855945,0.621423,4
Figure 6.17 shows another solution to the dining philosophers problem using monitors. Compare to Figure 6.14 and report your conclusions.,15,0.805211434961,0.192775745574,0.804963,3
Consider the following fragment of code on a Linux system. read_lock(&mr_rwlock); write_lock(&mr_rwlock); Where mr_rwlock is a reader–writer lock. What is the effect of this code?,1,0.984267772072,0.479038938967,0.443904,1
"The two variables a and b have initial values of 1 and 2, respectively. The following code is for a Linux system: <CODE> What possible errors are avoided by the use of the memory barriers?",15,0.405020863248,0.342209564718,0.430369,3
"In Section 2.3, we listed five objectives of memory management, and in Section 7.1, we listed five requirements. Argue that each list encompasses all of the concerns addressed in the other.",7,0.247882710013,0.644046637221,0.637538,1
Consider a fixed partitioning scheme with equal-size partitions of 216 bytes and a total main memory size of 224 bytes. A process table is maintained that includes a pointer to a partition for each resident process. How many bits are required for the pointer?,9,0.570499184706,0.21179418467,0.861854,3
"To implement the various placement algorithms discussed for dynamic partitioning (Section 7.2), a list of the free blocks of memory must be kept. For each of the three methods discussed (best-fit, first-fit, next-fit), what is the average length of the search?",15,0.877502000161,0.20973776399,0.604257,3
"Another placement algorithm for dynamic partitioning is referred to as worst-fit. In this case, the largest free block of memory is used for bringing in a process. Discuss the pros and cons of this method compared to first-, next-, and best-fit.",16,0.562334442731,0.179396358457,0.697639,4
"Another placement algorithm for dynamic partitioning is referred to as worst-fit. In this case, the largest free block of memory is used for bringing in a process. What is the average length of the search for worst-fit?",15,0.986485116291,0.203753723481,0.687235,3
"This diagram shows an example of memory configuration under dynamic partitioning, after a number of placement and swapping-out operations have been carried out. Addresses go from left to right; gray areas indicate blocks occupied by processes; white areas indicate free memory blocks. The last process placed is 2-Mbyte and is marked with an X. Only one process was swapped out after that. A new 3-Mbyte allocation request must be satisfied next. Indicate the intervals of memory where a partition will be created for the new process under the following four placement algorithms: best-fit, first-fit, next-fit, worst-fit. For each algorithm, draw a horizontal segment under the memory strip and label it clearly.",14,0.83780525245,0.273574870624,0.638079,2
A 1-Mbyte block of memory is allocated using the buddy system. Show the results of the following sequence in a figure similar to Figure 7.6: Request 70; Request 35; Request 80; Return A; Request 60; Return B; Return D; Return C.,14,0.485085808702,0.27645767764,0.513052,2
A 1-Mbyte block of memory is allocated using the buddy system. Show the binary tree representation following Return B.,14,0.776946719514,0.376209303938,0.558134,2
"Consider a buddy system in which a particular block under the current allocation has an address of 011011110000. If the block is of size 4, what is the binary address of its buddy? If the block is of size 16, what is the binary address of its buddy?",8,0.464522382008,0.174782113683,0.579099,2
Let buddyk(x)   address of the buddy of the block of size 2k whose address is x. Write a general expression for buddyk(x).,13,0.984967756247,0.192645445166,0.485945,1
"The Fibonacci sequence is defined as follows: F0   0, F1   1, Fn+2   Fn+1 + Fn, n   0. Could this sequence be used to establish a buddy system?",9,0.995750941411,0.161675575445,0.44203,3
"The Fibonacci sequence is defined as follows: F0   0, F1   1, Fn+2   Fn+1 + Fn, n   0. IF this sequence is used to establish a buddy system, what would be its advantage over the binary buddy system described in this chapter?",10,0.998207955165,0.112414036268,0.5509,4
"During the course of execution of a program, the processor will increment the contents of the instruction register (program counter) by one word after each instruction fetch, but will alter the contents of that register if it encounters a branch or call instruction that causes execution to continue elsewhere in the program. Now consider Figure 7.8. There are two alternatives with respect to instruction addresses: • Maintain a relative address in the instruction register and do the dynamic address translation using the instruction register as input. When a successful branch or call is encountered, the relative address generated by that branch or call is loaded into the instruction register. • Maintain an absolute address in the instruction register. When a successful branch or call is encountered, dynamic address translation is employed, with the results stored in the instruction register. Which approach is preferable?",14,0.979737964218,0.242906334414,0.732825,2
Consider a simple paging system with the following parameters: 232 bytes of physical memory; page size of 210 bytes; 216 pages of logical address space. How many bits are in a logical address? How many bytes in a frame? How many bits in the physical address specify the frame? How many entries in the page table? How many bits in each page table entry? Assume each page table entry contains a valid/invalid bit.,8,0.751752544894,0.229386359473,0.877256,2
"Write the binary translation of the logical address 0001010010111010 under the following hypothetical memory management schemes, and explain your answer: a paging system with a 256-address page size, using a page table in which the frame number happens to be four times smaller than the page number",13,0.742392749102,0.310317915116,0.881087,1
"Write the binary translation of the logical address 0001010010111010 under the following hypothetical memory management schemes, and explain your answer: a segmentation system with a 1K-address maximum segment size, using a segment table in which bases happen to be regularly placed at real addresses: 22   4,096 segment #",13,0.515975556581,0.176948685725,0.820354,1
"Consider a simple segmentation system that has the following segment table: <TABLE> For each of the following logical addresses, determine the physical address or indicate if a segment fault occurs",8,0.58739677989,0.318284340288,0.878465,2
"Consider a memory in which contiguous segments S1, S2,...,Sn are placed in their order of creation from one end of the store to the other, as suggested by the following figure: When segment Sn+1 is being created, it is placed immediately after segment Sn even though some of the segments S1, S2,...,Sn may already have been deleted. When the boundary between segments (in use or deleted) and the hole reaches the other end of the memory, the segments in use are compacted. Show that the fraction of time F spent on compacting obeys the following inequality: FÚ1-f wherek=t-1 1 + kf 2s where, s   average length of a segment, in words, t   average lifetime of a segment, in memory references, f   fraction of the memory that is unused under equilibrium conditions Hint: Find the average speed at which the boundary crosses the memory and assume that the copying of a single word requires at least two memory references.",11,0.999728882866,0.212440539718,0.578447,5
"Consider a memory in which contiguous segments S1, S2,...,Sn are placed in their order of creation from one end of the store to the other, as suggested by the following figure: When segment Sn+1 is being created, it is placed immediately after segment Sn even though some of the segments S1, S2,...,Sn may already have been deleted. When the boundary between segments (in use or deleted) and the hole reaches the other end of the memory, the segments in use are compacted. The fraction of time F spent on compacting obeys the following inequality: FÚ1-f wherek=t-1 1 + kf 2s where, s   average length of a segment, in words, t   average lifetime of a segment, in memory references, f   fraction of the memory that is unused under equilibrium conditions. Find F for f 0.2,t 1,000, and s 50.",14,0.998729422976,0.227895132805,0.691463,2
"Suppose the page table for the process currently executing on the processor looks like the following. All numbers are decimal, everything is numbered starting from zero, and all addresses are memory byte addresses. The page size is 1,024 bytes. Describe exactly how, in general, a virtual address generated by the CPU is translated into a physical main memory address.",13,0.658746275849,0.263924732992,0.790644,1
