Suppose a stack is to be used by the processor to manage procedure calls and returns. Can the program counter be eliminated by using the top of the stack as a program counter?,,Analyse,,,,
What is the difference between a field and a record?,,Understand,,,,
List and briefly explain five storage management responsibilities of a typical OS.,,Understand,,,,
Briefly define shortest-remaining-time scheduling.,,Remember,,,,
Explain the execution cycle for a von Neumann architecture.,,Remember,,,,
Consider a set of three periodic tasks with the execution profiles of Table 10.6. Develop scheduling diagrams similar to those of Figure 10.5 for this set of tasks.,,Apply,,,,
What are the advantage of using threads?,,Remember,,,,
What are local and global page replacements?,,Remember,,,,
Explain Belady's Anomaly?,,Remember,,,,
A DMA module is transferring characters to main memory from an external device transmitting at 9600 bits per second (bps). The processor can fetch instructions at the rate of 1 million instructions per second. By how much will the processor be slowed down due to the DMA activity?,,Apply,,,,
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. Explain how to modify the parallelizing to facilitate a balanced parallel execution of all the computational workload over 32 computers. A balanced load means an equal number of additions assigned to each computer with respect to both loops.",,Create,,,,
"Define latency, transfer and seek time with respect to disk I/O.",,Remember,,,,
Explain the concept of the Distributed systems?,,Understand,,,,
What is thrashing?,,Remember,,,,
"Maximum urgency first (MUF) is a real-time scheduling algorithm for periodic tasks. Each task is assigned an urgency that is defined as a combination of two fixed priorities and one dynamic priority. One of the fixed priorities, the criticality, has precedence over the dynamic priority. Meanwhile, the dynamic priority has precedence over the other fixed priority, called the user priority. The dynamic priority is inversely proportional to the laxity of a task. MUF can be explained as follows. First, tasks are ordered from shortest to longest period. Define the critical task set as the first N tasks such that worst-case processor utilization does not exceed 100%. Among critical set tasks that are ready, the scheduler selects the task with the least laxity. If no critical set tasks are ready, the schedule chooses among the noncritical tasks the one with the least laxity. Ties are broken through an optional user priority and then by FCFS. Repeat Problem 10.3d, adding MUF to the diagrams. Assume that user-defined priorities are A highest, B next, C lowest. Comment on the results.",,Analyse,,,,
What is the distinction between spatial locality and temporal locality?,,Understand,,,,
"The question arises as to whether it is possible to develop a program that can Analyse a piece of software to determine if it is a virus. Consider that we have a program D that is supposed to be able to do that. That is, for any program P, if we run D(P), the result returned is TRUE (P is a virus) or FALSE (P is not a virus). Now consider the following program: <CODE> In the preceding program, infect-executable is a module that scans memory for executable programs and replicates itself in those programs. Determine if D can correctly decide whether CV is a virus.",,Analyse,,,,
"Consider the organization of a UNIX file as represented by the inode (Figure 12.16). Assume that there are 12 direct block pointers, and a singly, doubly, and triply indirect pointer in each inode. Further, assume that the system block size and the disk sector size are both 8K. If the disk block pointer is 32 bits, with 8 bits to identify the physical disk and 24 bits to identify the physical block, then what is the maximum file size supported by this system? What is the maximum file system partition supported by this system?",,Evaluate,,,,
How does swapping result in better memory management?,,Understand,,,,
What is starvation and aging?,,Remember,,,,
What is a process?,,Remember,,,,
"Five batch jobs, A through E, arrive at a computer center at essentially the same time. They have an estimated running time of 15, 9, 3, 6, and 12 minutes, respectively. Their (externally defined) priorities are 6, 3, 7, 9, and 4, respectively, with a lower value corresponding to a higher priority. For each of the following scheduling algorithms, determine the turnaround time for each process and the average turnaround for all jobs. Ignore process switching overhead. Explain how you arrived at your answers. In the last three cases, assume that only one job at a time runs until it finishes and that all jobs are completely processor bound. a. round robin with a time quantum of 1 minute b. priority scheduling c. FCFS (run in order 15, 9, 3, 6, and 12) d. shortest job first",,Understand,,,,
"Least laxity first (LLF) is a real-time scheduling algorithm for periodic tasks. Slack time, or laxity, is the amount of time between when a task would complete if it started now and its next deadline. This is the size of the available scheduling window. Laxity can be expressed as Laxity = (deadline time) - (current time) - (processor time needed) LLF selects the task with the minimum laxity to execute next. If two or more tasks have the same minimum laxity value, they are serviced on a FCFS basis. Suppose a task currently has a laxity of 0. What does this mean? What does it mean if a task has negative laxity?",,Understand,,,,
What are the two broad categories of defenses against buffer overflows?,,Remember,,,,
Consider a hypothetical microprocessor generating a 16-bit address and having a 16-bit data bus. What is the maximum memory address space that the processor can access directly if it is connected to an â€œ8-bit memoryâ€ù?,,Apply,,,,
What are typical phases of operation of a virus or worm?,,Remember,,,,
"Assuming that you have successfully answered the preceding problem and understand the significance of the salt, here is another question. Wouldnâ€™t it be possible to thwart completely all password crackers by dramatically increasing the salt size to, say, 24 or 48 bits?",,Apply,,,,
Figure 13.14 is a listing of code intended for use on the eCos kernel. Why is the while loop on line 26 needed?,,Analyse,,,,
What is context switching?,,Remember,,,,
"It should be possible to implement general semaphores using binary semaphores. We can use the operations semWaitB and semSignalB and two binary semaphores, delay and mutex. Consider the following: <CODE> Initially, s is set to the desired semaphore value. Each semWait operation decrements s, and each semSignal operation increments s. The binary semaphore mutex, which is initialized to 1, assures that there is mutual exclusion for the updating of s. The binary semaphore delay, which is initialized to 0, is used to block processes. There is a flaw in the preceding program. Demonstrate the flaw and propose a change that will fix it. Hint: Suppose two processes each call semWait(s) when s is initially 0, and after the first has just performed semSignalB(mutex) but not performed semWaitB(delay), the second call to semWait(s) proceeds to the same point. All that you need to do is move a single line of the program.",,Analyse,,,,
Explain thrashing.,,Remember,,,,
What are the disadvantages of Microkernels?,,Remember,,,,
What are the reasons for process suspension?,,Remember,,,,
What factors determine whether a detection-algorithm must be utilized in a deadlock avoidance system?,,Understand,,,,
"In discussing a page replacement algorithm, one author makes an analogy with a snowplow moving around a circular track. Snow is falling uniformly on the track and a lone snowplow continually circles the track at constant speed. The snow that is plowed off the track disappears from the system. What does this analogy suggest about the behavior of the page replacement algorithm in question?",,Apply,,,,
Briefly define highest-response-ratio-next scheduling.,,Remember,,,,
What is process spawning?,,Remember,,,,
"What is Throughput, Turnaround time, waiting time and Response time?",,Remember,,,,
Consider a paged logical address space (composed of 32 pages of 2 Kbytes each) mapped into a 1-Mbyte physical memory space. What is the format of the processorâ€™s logical address?,,Evaluate,,,,
What is the target application for TinyOS?,,Remember,,,,
Explain thread.,,Remember,,,,
What is a process?,,Remember,,,,
Briefly explain FCFS.,,Remember,,,,
"Consider the following code using the POSIX Pthreads API: <CODE> In main() we first declare a variable called mythread, which has a type of pthread_t. This is essentially an ID for a thread. Next, the if statement creates a thread associated with mythread. The call pthread_create() returns zero on success and a nonzero value on failure. The third argument of pthread_ create() is the name of a function that the new thread will execute when it starts. When this thread_function() returns, the thread terminates. Meanwhile, the main program itself defines a thread, so that there are two threads executing. The pthread_join function enables the main thread to wait until the new thread completes. What does this program accomplish?",,Understand,,,,
What is Marshalling?,,Remember,,,,
"The implementation of mutexes within the eCos kernel does not support recursive locks. If a thread has locked a mutex and then attempts to lock the mutex again, typically as a result of some recursive call in a complicated call graph, then either an assertion failure will be reported or the thread will deadlock. Suggest a reason for this policy.",,Understand,,,,
What common events lead to the creation of a process?,,Understand,,,,
"Consider user accounts on a system with a Web server configured to provide access to user Web areas. In general, this scheme uses a standard directory name, such as public_ html, in a userâ€™s home directory. This acts as the userâ€™s Web area if it exists. However, to allow the Web server to access the pages in this directory, it must have at least search (execute) access to the userâ€™s home directory, read/execute access to the Web directory, and read access to any Web pages in it. Consider the interaction of this requirement with the cases you discussed for the preceding problem. What consequences does this requirement have? Note that a Web server typically executes as a special user, and in a group that is not shared with most users on the system. Are there some circumstances when running such a Web service is simply not appropriate? Explain.",,Analyse,,,,
Explain Booting the system and Bootstrap program in operating system.,,Remember,,,,
Briefly define FCFS scheduling.,,Remember,,,,
Explain the distinction between a real address and a virtual address.,,Remember,,,,
"Consider the following pair of equations as an alternative to Equation (9.3): Sn+1 =aTn +(1-a)Sn and Xn+1 = min[Ubound,max[Lbound,(bSn+1)]] where Ubound and Lbound are prechosen upper and lower bounds on the estimated value of T. The value of Xn + 1 is used in the shortest-process-next algorithm, instead of the value of Sn + 1. What functions do a and b perform, and what is the effect of higher and lower values on each?",,Analyse,,,,
"In discussing a page replacement algorithm, one author makes an analogy with a snowplow moving around a circular track. Snow is falling uniformly on the track and a lone snowplow continually circles the track at constant speed. The snow that is plowed off the track disappears from the system. For which of the page replacement algorithms discussed in Section 8.2 is this a useful analogy?",,Apply,,,,
What is an embedded system?,,Remember,,,,
What is a named pipe?,,Remember,,,,
Explain the purpose of the salt in Figure 15.1.,,Understand,,,,
A 1-Mbyte block of memory is allocated using the buddy system. Show the results of the following sequence in a figure similar to Figure 7.6: Request 70; Request 35; Request 80; Return A; Request 60; Return B; Return D; Return C.,,Apply,,,,
Consider the following program: <CODE> Determine the proper lower bound and upper bound on the final value of the shared variable tally output by this concurrent program. Assume processes can execute at any relative speed and that a value can only be incremented after it has been loaded into a register by a separate machine instruction.,,Analyse,,,,
"The Fibonacci sequence is defined as follows: F0   0, F1   1, Fn+2   Fn+1 + Fn, n   0. Could this sequence be used to establish a buddy system?",,Analyse,,,,
What is the need of device status table?,,Understand,,,,
"The Fibonacci sequence is defined as follows: F0   0, F1   1, Fn+2   Fn+1 + Fn, n   0. IF this sequence is used to establish a buddy system, what would be its advantage over the binary buddy system described in this chapter?",,Evaluate,,,,
"For the DAC model discussed in Section 15.2, an alternative representation of the protection state is a directed graph. Each subject and each object in the protection state is represented by a node (a single node is used for an entity that is both subject and object). A directed line from a subject to an object indicates an access right, and the label on the link defines the access right. Is there a one-to-one correspondence between the directed graph representation and the access matrix representation? Explain.",,Understand,,,,
List and briefly define three techniques for performing I/O.,,Remember,,,,
What is the purpose of an I/O status information?,,Remember,,,,
Some operating systems have a treeâ€“structured file system but limit the depth of the tree to some small number of levels. What effect does this limit have on users? How does this simplify file system design (if it does)?,,Analyse,,,,
"The VMS scheme discussed in the preceding problem is often referred to as a ring protection structure, as illustrated in Figure 3.18. Indeed, the simple kernel/user scheme, as described in Section 3.3, is a two-ring structure. [SILB04] points out a problem with this approach: The main disadvantage of the ring (hierarchical) structure is that it does not allow us to enforce the need-to-know principle. In particular, if an object must be accessible in domain Dj but not accessible in domain Di, then we must have j 6 i. But this means that every segment accessible in Di is also accessible in Dj. Explain clearly what the problem is that is referred to in the preceding quote.",,Analyse,,,,
What are overlays?,,Remember,,,,
What is cache memory?,,Remember,,,,
Explain the meaning of mutex.,,Remember,,,,
What are page frames?,,Remember,,,,
What are the four layers that Windows NT have in order to achieve independence?,,Understand,,,,
Differentiate between the user mode and monitor mode.,,Remember,,,,
What is synchronization? What are the different synchronization mechanisms?,,Remember,,,,
What are read-write locks?,,Remember,,,,
What is context switching?,,Remember,,,,
"An alternative algorithm for insertion into a B-tree is the following: As the insertion algorithm travels down the tree, each full node that is encountered is immediately split, even though it may turn out that the split was unnecessary. What is the advantage of this technique? What are the disadvantages?",,Understand,,,,
Figure 3.8b suggests that a process can only be in one event queue at a time. Is it possible that you would want to allow a process to wait on more than one event at the same time? Provide an example.,,Analyse,,,,
What are three contexts in which concurrency arises?,,Remember,,,,
"Consider the following string of page references 7, 0, 1, 2, 0, 3, 0, 4, 2, 3, 0, 3, 2. Complete a figure similar to Figure 8.15, showing the frame allocation for: FIFO (first-in-first-out), LRU (least recently used), Clock and Optimal (assume the page reference string continues with 1, 2, 0, 1, 7, 0, 1)",,Apply,,,,
Now consider this correct solution to the preceding problem: <CODE> This program is an example of a general design pattern that is a uniform way to implement solutions to many concurrency problems using semaphores. It has been referred to as the Iâ€™ll Do It For You pattern. Describe the pattern.,,Analyse,,,,
Given the following state for the Bankerâ€™s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Calculate the Need matrix.,,Evaluate,,,,
What is the difference between a file and a database?,,Understand,,,,
"Consider the following code using the POSIX Pthreads API: <CODE> In main() we first declare a variable called mythread, which has a type of pthread_t. This is essentially an ID for a thread. Next, the if statement creates a thread associated with mythread. The call pthread_create() returns zero on success and a nonzero value on failure. The third argument of pthread_ create() is the name of a function that the new thread will execute when it starts. When this thread_function() returns, the thread terminates. Meanwhile, the main program itself defines a thread, so that there are two threads executing. The pthread_join function enables the main thread to wait until the new thread completes. Here is the output from the executed program: Is this the output you would expect? If not, what has gone wrong?",,Analyse,,,,
"Least laxity first (LLF) is a real-time scheduling algorithm for periodic tasks. Slack time, or laxity, is the amount of time between when a task would complete if it started now and its next deadline. This is the size of the available scheduling window. Laxity can be expressed as Laxity = (deadline time) - (current time) - (processor time needed) LLF selects the task with the minimum laxity to execute next. If two or more tasks have the same minimum laxity value, they are serviced on a FCFS basis. Consider a set of three periodic tasks with the execution profiles of Table 10.8a. Develop scheduling diagrams similar to those of Figure 10.4 for this set of tasks that compare rate monotonic, earliest deadline first, and LLF. Assume preemption may occur at 5-ms intervals. Comment on the results.",,Apply,,,,
"What are short, long and medium-term scheduling?",,Remember,,,,
Table 3.13 shows the process states for the VAX/VMS operating system. Can you provide a justification for the existence of so many distinct wait states?,,Analyse,,,,
What is a binary semaphore? What is its use?,,Understand,,,,
"Suppose the page table for the process currently executing on the processor looks like the following. All numbers are decimal, everything is numbered starting from zero, and all addresses are memory byte addresses. The page size is 1,024 bytes. Describe exactly how, in general, a virtual address generated by the CPU is translated into a physical main memory address.",,Understand,,,,
"In the bottom example in Figure 9.5, process A runs for two time units before control is passed to process B. Another plausible scenario would be that A runs for three time units before control is passed to process B. What policy differences in the feedback scheduling algorithm would account for the two different scenarios?",,Analyse,,,,
Figure 4.17 shows the state transition diagrams for a ULT and its associated LWP in Solaris 8 and 9. Explain the operation of the two diagrams and their relationships.,,Understand,,,,
What is the difference between a multiprocessor and a multicore system?,,Remember,,,,
Why is interrupt vector used in operating systems?,,Understand,,,,
List and briefly define three file allocation methods.,,Remember,,,,
"Another placement algorithm for dynamic partitioning is referred to as worst-fit. In this case, the largest free block of memory is used for bringing in a process. What is the average length of the search for worst-fit?",,Analyse,,,,
Describe the objective of multiprogramming.,,Understand,,,,
List four design issues for which the concept of concurrency is relevant.,,Remember,,,,
What is the role of a communications architecture such as TCP/IP in a client/server environment?,,Understand,,,,
What is a thread?,,Remember,,,,
What is spooling?,,Remember,,,,
What are the functions of operating system?,,Remember,,,,
What resources are typically shared by all of the threads of a process?,,Remember,,,,
"For the processing model of Figure 3.6, briefly define each state.",,Remember,,,,
"Consider the organization of a UNIX file as represented by the inode (Figure 12.16). Assume that there are 12 direct block pointers, and a singly, doubly, and triply indirect pointer in each inode. Further, assume that the system block size and the disk sector size are both 8K. If the disk block pointer is 32 bits, with 8 bits to identify the physical disk and 24 bits to identify the physical block. Assuming no information other than that the file inode is already in main memory, how many disk accesses are required to access the byte in position 13,423,956?",,Evaluate,,,,
What is RR scheduling algorithm?,,Remember,,,,
The TinyOS Resource interface allows a component holding the resource lock to re-request the lock. This request is enqueued for a later grant. Suggest a reason for this policy. Hint: What might cause there to be latency between one component releasing a lock and the next requester being granted it?,,Understand,,,,
"Given the following state for the Bankerâ€™s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Show that the current state is safe, that is, show a safe sequence of processes. In addition, to the sequence show how the Available (working array) changes as each process terminates.",,Evaluate,,,,
What are the reasons for process suspension?,,Remember,,,,
"Consider a 4-drive, 200 GB-per-drive RAID array. What is the available data storage capacity for each of the RAID levels, 0, 1, 3, 4, 5, and 6?",,Evaluate,,,,
"Many current language specifications, such as for C and C++, are inadequate for multithreaded programs. This can have an impact on compilers and the correctness of code, as this problem illustrates. Consider the following declarations and function definition: <CODE> Now consider the case in which thread A performs <CODE> while thread B performs <CODE> The C language only addresses single-threaded execution. Does the use of two parallel threads create any problems or potential problems?",,Understand,,,,
What is an operating system?,,Remember,,,,
"Consider a disk with N tracks numbered from 0 to (N - 1) and assume that requested sectors are distributed randomly and evenly over the disk. We want to calculate the average number of tracks traversed by a seek. Calculate the average number of tracks traversed by a seek, using the formula for expected value N-1 E[x]= ai* Pr[x=i] n Hint: Use the equalities a = i=0 n(n + 1) ; n n(n + 1)(2n + 1) ai2 = 6 . i=1  2",,Evaluate,,,,
"In a fixed-partitioning scheme, what are the advantages of using unequal-size partitions?",,Remember,,,,
"Suppose the hypothetical processor of Figure 1.3 also has two I/O instructions: 0011 Load AC from I/O and 0111 Store AC to I/O. In these cases, the 12-bit address identifies a particular external device. Show the program execution for the following program",,Understand,,,,
"The following state transition table is a simplified model of process management, with the labels representing transitions between states of READY, RUN, BLOCKED, and NONRESIDENT. Give an example of an event that can cause each of the above transitions. Draw a diagram if that helps.",,Analyse,,,,
When is a system in safe state?,,Remember,,,,
What is fragmentation? Tell about different types of fragmentation?,,Remember,,,,
"For the B-tree in Figure 12.4c, show the result of inserting the key 97.",,Evaluate,,,,
What are the different types of scheduling algorithms?,,Remember,,,,
"During the course of execution of a program, the processor will increment the contents of the instruction register (program counter) by one word after each instruction fetch, but will alter the contents of that register if it encounters a branch or call instruction that causes execution to continue elsewhere in the program. Now consider Figure 7.8. There are two alternatives with respect to instruction addresses: â€¢ Maintain a relative address in the instruction register and do the dynamic address translation using the instruction register as input. When a successful branch or call is encountered, the relative address generated by that branch or call is loaded into the instruction register. â€¢ Maintain an absolute address in the instruction register. When a successful branch or call is encountered, dynamic address translation is employed, with the results stored in the instruction register. Which approach is preferable?",,Apply,,,,
Now consider a version of the bakery algorithm without the variable choosing. Then we have <CODE> Does this version violate mutual exclusion? Explain why or why not.,,Analyse,,,,
What do you understand by transaction atomicity?,,Understand,,,,
List and briefly describe some of the defenses against buffer overflows that can be used when compiling new programs.,,Remember,,,,
Consider a hypothetical microprocessor generating a 16-bit address and having a 16-bit data bus. What is the maximum memory address space that the processor can access directly if it is connected to a â€œ16-bit memoryâ€ù?,,Apply,,,,
"The following pseudocode is a correct implementation of the producer/consumer problem with a bounded buffer: Labels p1, p2, p3 and c1, c2, c3 refer to the lines of code shown above (p2 and c2 each cover three lines of code). Semaphores empty and full are linear semaphores that can take unbounded negative and positive values. There are multiple producer processes, referred to as Pa, Pb, Pc, etc., and multiple consumer processes, referred to as Ca, Cb, Cc, etc. Each semaphore maintains a FIFO (first-in-first-out) queue of blocked processes. In the scheduling chart below, each line represents the state of the buffer and semaphores after the scheduled execution has occurred. To simplify, we assume that scheduling is such that processes are never interrupted while executing a given portion of code p1, or p2, ..., or c3. Your task is to complete the following chart.",,Apply,,,,
"Assume that at time 5 no system resources are being used except for the processor and memory. Now consider the following events: At time 5: P1 executes a command to read from disk unit 3. At time 15: P5â€™s time slice expires. At time 18: P7 executes a command to write to disk unit 3. At time 20: P3 executes a command to read from disk unit 2. At time 24: P5 executes a command to write to disk unit 3. At time 28: P5 is swapped out. At time 33: An interrupt occurs from disk unit 2: P3â€™s read is complete. At time 36: An interrupt occurs from disk unit 3: P1â€™s read is complete. At time 38: P8 terminates. At time 40: An interrupt occurs from disk unit 3: P5â€™s write is complete. At time 44: P5 is swapped back in. At time 48: An interrupt occurs from disk unit 3: P7â€™s write is complete. For each time 22, 37, and 47, identify which state each process is in. If a process is blocked, further identify the event on which is it blocked.",,Apply,,,,
"A multiprocessor with eight processors has 20 attached tape drives. There is a large number of jobs submitted to the system that each require a maximum of four tape drives to complete execution. Assume that each job starts running with only three tape drives for a long period before requiring the fourth tape drive for a short period toward the end of its operation. Also assume an endless supply of such jobs. Assume the scheduler in the OS will not start a job unless there are four tape drives available. When a job is started, four drives are assigned immediately and are not released until the job finishes. What is the maximum number of jobs that can be in progress at once? What are the maximum and minimum number of tape drives that may be left idle as a result of this policy?",,Analyse,,,,
"But some existing optimizing compilers (including gcc, which tends to be relatively conservative) will â€œoptimizeâ€ù count_positives to something similar to <CODE> What problem or potential problem occurs with this compiled version of the program if threads A and B are executed concurrently?",,Analyse,,,,
"Consider a memory system with the following parameters: Tc   100 ns Cc   0.01 cents/bit Tm   1,200 ns Cm   0.001 cents/bit a. What is the cost of 1 MByte of main memory? b. What is the cost of 1 MByte of main memory using cache memory technology?",,Apply,,,,
"Table 3.13 shows the process states for the VAX/VMS operating system. Why do the following states not have resident and swapped-out versions: Page Fault Wait, Collided Page Wait, Common Event Wait, Free Page Wait, and Resource Wait?",,Analyse,,,,
"In the code below, three processes are competing for six resources labeled A to F. Using a resource allocation graph (Figures 6.5 and 6.6), show the possibility of a deadlock in this implementation.",,Apply,,,,
"Suppose that there are two types of philosophers. One type always picks up his left fork first (a â€œleftyâ€ù), and the other type always picks up his right fork first (a â€œrightyâ€ù). The behavior of a lefty is defined in Figure 6.12. The behavior of a righty is as follows: <CODE> Prove the following: Any seating arrangement of lefties and righties with at least one of each avoids deadlock.",,Evaluate,,,,
Explain the difference between anomaly intrusion detection and signature intrusion detection.,,Remember,,,,
"In IBMâ€™s mainframe OS, OS/390, one of the major modules in the kernel is the System Resource Manager. This module is responsible for the allocation of resources among address spaces (processes). This problem concerns one example of SRM activity. Real memory is divided into equal-sized blocks called frames, of which there may be many thousands. Each frame can hold a block of virtual memory referred to as a page. SRM receives control approximately 20 times per second and inspects each and every page frame. If the page has not been referenced or changed, a counter is incremented by 1. Over time, SRM averages these numbers to determine the average number of seconds that a page frame in the system goes untouched. What might be the purpose of this and what action might SRM take?",,Analyse,,,,
Give examples of reusable and consumable resources.,,Remember,,,,
"Consider a memory in which contiguous segments S1, S2,...,Sn are placed in their order of creation from one end of the store to the other, as suggested by the following figure: When segment Sn+1 is being created, it is placed immediately after segment Sn even though some of the segments S1, S2,...,Sn may already have been deleted. When the boundary between segments (in use or deleted) and the hole reaches the other end of the memory, the segments in use are compacted. Show that the fraction of time F spent on compacting obeys the following inequality: FUÌÅ1-f wherek=t-1 1 + kf 2s where, s   average length of a segment, in words, t   average lifetime of a segment, in memory references, f   fraction of the memory that is unused under equilibrium conditions Hint: Find the average speed at which the boundary crosses the memory and assume that the copying of a single word requires at least two memory references.",,Create,,,,
"Paging a memory management  function, while multiprogramming a processor management function, are the two interdependent?",,Analyse,,,,
Explain the relative advantages and disadvantages of an embedded OS based on an existing commercial OS compared to a purpose-built embedded OS.,,Evaluate,,,,
"Write the binary translation of the logical address 0001010010111010 under the following hypothetical memory management schemes, and explain your answer: a paging system with a 256-address page size, using a page table in which the frame number happens to be four times smaller than the page number",,Understand,,,,
Why would you expect improved performance using a double buffer rather than a single buffer for I/O?,,Analyse,,,,
"What are fat clients and thin clients, and what are the differences in philosophy of the two approaches?",,Remember,,,,
What is SMP?,,Remember,,,,
What is an embedded OS?,,Remember,,,,
List some benefits and disadvantages of synchronous and asynchronous RPCs.,,Remember,,,,
What is Executive in Windows NT?,,Remember,,,,
A multiprocessor with eight processors has 20 attached tape drives. There is a large number of jobs submitted to the system that each require a maximum of four tape drives to complete execution. Assume that each job starts running with only three tape drives for a long period before requiring the fourth tape drive for a short period toward the end of its operation. Also assume an endless supply of such jobs. Suggest an alternative policy to improve tape drive utilization and at the same time avoid system deadlock. What is the maximum number of jobs that can be in progress at once? What are the bounds on the number of idling tape drives?,,Create,,,,
Explain the concept of the batched operating systems?,,Remember,,,,
Describe the round-robin scheduling technique.,,Remember,,,,
"It should be clear that disk striping can improve the data transfer rate when the strip size is small compared to the I/O request size. It should also be clear that RAID 0 provides improved performance relative to a single large disk, because multiple I/O requests can be handled in parallel. However, in this latter case, is disk striping necessary? That is, does disk striping improve I/O request rate performance compared to a comparable disk array without striping?",,Analyse,,,,
"Figure 13.14 is a listing of code intended for use on the eCos kernel. What would happen if the mutex unlock and wait code execution in the call to cyg_cond_wait, on line 30, were not atomic?",,Remember,,,,
What is the basic requirement for the execution of concurrent processes?,,Remember,,,,
What are interrupts?,,Remember,,,,
Now consider another correct solution to the preceding problem: <CODE> Does this solution differ from the preceding one in terms of the number of processes that can be unblocked at a time? Explain.,,Analyse,,,,
"In the VAX, user page tables are located at virtual addresses in the system space. What is the advantage of having user page tables in virtual rather than main memory? What is the disadvantage?",,Remember,,,,
"Discuss the rationale for locating applications on the client, the server, or split between client and server.",,Evaluate,,,,
Suggest pros and cons for fat client and thin client strategies.,,Understand,,,,
What is process spawning?,,Remember,,,,
The TinyOS Resource interface does not allow a component that already has a request in the queue for a resource to make a second request. Suggest a reason.,,Understand,,,,
List the requirements for mutual exclusion.,,Remember,,,,
"Figure 3.8b suggests that a process can only be in one event queue at a time. In that case, how would you modify the queueing structure of the figure to support this new feature?",,Create,,,,
What items of information about a task might be useful in real-time scheduling?,,Understand,,,,
What do you know about a Pipe? When is it used?,,Remember,,,,
"For each of the following assets, assign a low, moderate, or high impact level for the loss of confidentiality, availability, and integrity, respectively. Justify your answers. <EXAMPLES>",,Remember,,,,
Consider a variant of the RR scheduling algorithm where the entries in the ready queue are pointers to the PCBs. If we are to put two pointers to the same process in the ready queue. How could you modify the basic RR algorithm to achieve the same effect without the duplicate pointers?,,Create,,,,
What is a socket?,,Remember,,,,
How are multiple interrupts dealt with?,,Understand,,,,
Why is the capability to relocate processes desirable?,,Remember,,,,
What are necessary conditions for dead lock?,,Remember,,,,
"Suppose the following two processes, foo and bar are executed concurrently and share the semaphore variables S and R (each initialized to 1) and the integer variable x (initialized to 0). Can the concurrent execution of these two processes result in the indefinite postponement of one of them? If yes, give an execution sequence in which one is indefinitely postponed.",,Remember,,,,
"In the context of memory management, what are placement and replacement algorithms?",,Remember,,,,
What are DDks? Name an operating system that includes this feature.,,Remember,,,,
When does thrashing occur?,,Remember,,,,
What are the various IPC mechanisms?,,Remember,,,,
What does it mean to preempt a process?,,Remember,,,,
What is the use of behaviour tab in Ubuntu?,,Remember,,,,
What is swapping and what is its purpose?,,Remember,,,,
What is client/server computing?,,Remember,,,,
Now consider another correct solution to the preceding problem: <CODE> Explain how this program works and why it is correct.,,Analyse,,,,
What are three objectives of an OS design?,,Understand,,,,
What is a long term scheduler & short term schedulers?,,Remember,,,,
"A process contains eight virtual pages on disk and is assigned a fixed allocation of four page frames in main memory. The following page trace occurs: 1, 0, 2, 2, 1, 7, 6, 7, 0, 1, 2, 0, 3, 0, 4, 5, 1, 5, 2, 4, 5, 6, 7, 6, 7, 2, 4, 2, 7, 3, 3, 2, 3. Show the successive pages residing in the four frames using the LRU replacement policy. Compute the hit ratio in main memory. Assume that the frames are initially empty.",,Apply,,,,
What are the sub-components of I/O manager in Windows NT?,,Remember,,,,
What is process synchronization?,,Remember,,,,
"The addressing scheme as depicted in Figure 8.4, using a hash function that maps the 20-bit page number into a 6-bit hash value. The table entry contains the page number, the frame number, and a chain pointer. If the page table allocates space for up to 3 overflow entries per hashed entry, how much memory space does the hashed inverted page table take?",,Evaluate,,,,
Consider the following program: <CODE> Suppose that an arbitrary number of these processes are permitted to execute in parallel under the assumptions of part (a). What effect will this modification have on the range of final values of tally?,,Analyse,,,,
Consider a program that accesses a single I/O device and compare unbuffered I/O to the use of a buffer. Show that the use of the buffer can reduce the running time by at most a factor of two.,,Apply,,,,
Define the two main categories of processor registers.,,Remember,,,,
What is busy waiting?,,Remember,,,,
Briefly define the alternative page fetch policies.,,Understand,,,,
What is the difference between simple paging and virtual memory paging?,,Remember,,,,
What are merits and demerits of systems supporting multiple file structure and systems supporting a stream of bytes?,,Analyse,,,,
What is fragmentation?,,Remember,,,,
Explain how you can reset Unity Configuration?,,Remember,,,,
List three general categories of information in a process control block.,,Remember,,,,
Define computer security.,,Remember,,,,
What are residence monitors?,,Remember,,,,
Explain condition variable.,,Remember,,,,
"In the code below, three processes are competing for six resources labeled A to F. Modify the order of some of the get requests to prevent the possibility of any deadlock. You cannot move requests across procedures, only change the order inside each procedure. Use a resource allocation graph to justify your answer.",,Apply,,,,
"Consider a system with a total of 150 units of memory, allocated to three processes as shown: Apply the bankerâ€™s algorithm to determine whether it would be safe to grant each of the following requests. If yes, indicate a sequence of terminations that could be guaranteed possible. If no, show the reduction of the resulting allocation table. a. A fourth process arrives, with a maximum memory need of 60 and an initial need of 25 units. b. A fourth process arrives, with a maximum memory need of 60 and an initial need of 35 units.",,Apply,,,,
What are the main functions of a Kernel?,,Remember,,,,
